MSEWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
321,2.68E-236,1.22E-113,3.20E-232,3.25E-122,0.00807215,0,0.000401495,-12569.47982,0.00E+00,4.44E-16,0,5.71E-06,9.59E-05,0.998003841,0.000455258,-1.031626122,0.460504794,3.000103113,-3.820432786,-3.035169049,-10.15189326,-10.40148724,-10.53521336
322,1.16E-236,1.22E-113,3.40E-233,4.38E-123,0.008071872,0,0.000401495,-12569.47985,0.00E+00,4.44E-16,0,5.71E-06,9.49E-05,0.998003841,0.000455257,-1.031626131,0.460504526,3.000102325,-3.82043315,-3.035226021,-10.1518933,-10.40148724,-10.53521336
323,6.92E-237,3.05E-114,5.79E-234,4.37E-123,0.008070029,0,0.000401495,-12569.47988,0.00E+00,4.44E-16,0,5.71E-06,9.49E-05,0.998003841,0.000455219,-1.031626138,0.460504446,3.000102019,-3.820433399,-3.035349481,-10.15189333,-10.40148749,-10.53521336
324,1.83E-237,1.91E-114,8.57E-236,1.89E-124,0.008070029,0,0.000401495,-12569.47988,0.00E+00,4.44E-16,0,5.71E-06,9.47E-05,0.998003841,0.000455218,-1.031626138,0.460504446,3.000099029,-3.8204346,-3.035407976,-10.15189334,-10.40148749,-10.53521336
325,6.03E-238,2.70E-115,6.46E-237,2.58E-125,0.008068227,0,0.000401495,-12569.47988,0.00E+00,4.44E-16,0,5.71E-06,9.42E-05,0.99800384,0.000455211,-1.031626142,0.460503984,3.000098982,-3.820435406,-3.035477961,-10.15189334,-10.40148749,-10.53521336
326,4.06E-239,1.42E-115,3.40E-237,2.55E-125,0.008065515,0,0.000401495,-12569.48001,0.00E+00,4.44E-16,0,5.71E-06,9.39E-05,0.99800384,0.000454904,-1.031626145,0.460502642,3.000098975,-3.820647903,-3.035584232,-10.15189334,-10.40148749,-10.53521336
327,4.04E-239,2.95E-117,2.11E-238,2.19E-125,0.007986404,0,0.000386085,-12569.48123,0.00E+00,4.44E-16,0,5.71E-06,9.30E-05,0.99800384,0.000454532,-1.031626172,0.460502505,3.00009793,-3.821346166,-3.035675175,-10.15189334,-10.4014875,-10.53521336
328,1.18E-239,2.56E-117,3.51E-239,1.98E-125,0.007888337,0,0.000386085,-12569.48124,0.00E+00,4.44E-16,0,5.71E-06,9.29E-05,0.99800384,0.000454524,-1.031626226,0.460502472,3.000097925,-3.821346632,-3.035785311,-10.15189339,-10.4014875,-10.53521336
329,6.09E-241,1.03E-117,8.87E-240,1.25E-125,0.007863483,0,0.000386085,-12569.48133,0.00E+00,4.44E-16,0,5.67E-06,9.28E-05,0.99800384,0.000454517,-1.031626226,0.460502341,3.000097849,-3.821356576,-3.03599984,-10.1518945,-10.40148754,-10.53521337
330,6.07E-241,1.74E-118,2.72E-240,4.52E-127,0.007862013,0,0.000386085,-12569.4815,0.00E+00,4.44E-16,0,5.52E-06,8.89E-05,0.99800384,0.000454486,-1.031626229,0.460502019,3.000097227,-3.821470722,-3.036109932,-10.15189451,-10.40148764,-10.53521346
331,1.55E-242,8.21E-119,6.33E-241,4.46E-127,0.007861521,0,0.000386085,-12569.4815,0.00E+00,4.44E-16,0,5.49E-06,8.48E-05,0.99800384,0.000454479,-1.031626256,0.460502019,3.000097202,-3.821547174,-3.036209347,-10.15189451,-10.40148764,-10.53531418
332,1.55E-242,6.64E-119,2.07E-241,2.07E-127,0.007852267,0,0.000386085,-12569.48152,0.00E+00,4.44E-16,0,5.48E-06,8.26E-05,0.99800384,0.000454398,-1.031626257,0.460502016,3.000097135,-3.821548758,-3.036654812,-10.15189451,-10.40148764,-10.53531431
333,7.99E-243,2.03E-119,2.10E-242,1.17E-128,0.007852104,0,0.000386085,-12569.48152,0.00E+00,4.44E-16,0,5.48E-06,8.26E-05,0.99800384,0.000454398,-1.031626257,0.460501946,3.000097119,-3.821549013,-3.037040811,-10.15189451,-10.40148764,-10.53531431
334,3.33E-243,5.46E-120,1.79E-242,1.17E-128,0.007851837,0,0.000386085,-12569.48152,0.00E+00,4.44E-16,0,5.48E-06,8.25E-05,0.99800384,0.00045439,-1.031626258,0.460500683,3.000093805,-3.821553689,-3.037321798,-10.15189484,-10.40148764,-10.53531431
335,3.03E-244,1.30E-120,7.82E-243,1.10E-128,0.007851835,0,0.000381953,-12569.48152,0.00E+00,4.44E-16,0,5.46E-06,8.25E-05,0.99800384,0.000454355,-1.031626258,0.46050067,3.000093774,-3.821554317,-3.03743027,-10.15189484,-10.40148767,-10.53531441
336,6.90E-245,1.19E-120,3.12E-243,3.63E-129,0.007761582,0,0.000381953,-12569.48152,0.00E+00,4.44E-16,0,5.46E-06,8.20E-05,0.99800384,0.000454183,-1.031626259,0.460499474,3.000093772,-3.821555214,-3.037566726,-10.15189484,-10.40148767,-10.53531448
337,1.81E-247,1.36E-121,2.04E-247,2.26E-129,0.007755861,0,0.000381953,-12569.48152,0.00E+00,4.44E-16,0,5.46E-06,8.19E-05,0.99800384,0.000453631,-1.031626259,0.460499444,3.000093585,-3.821562465,-3.037768836,-10.15189484,-10.40148772,-10.53531448
338,1.81E-247,9.67E-122,9.48E-248,2.24E-129,0.007743117,0,0.000381953,-12569.48152,0.00E+00,4.44E-16,0,5.46E-06,8.05E-05,0.99800384,0.000453419,-1.031626269,0.460499297,3.000093559,-3.821591238,-3.037914117,-10.15189484,-10.40148772,-10.53531689
339,6.71E-248,5.53E-122,2.33E-248,6.52E-130,0.007742815,0,0.000378409,-12569.48152,0.00E+00,4.44E-16,0,5.46E-06,8.04E-05,0.99800384,0.000453363,-1.031626334,0.460499232,3.000093558,-3.821593016,-3.037956192,-10.15189484,-10.40200348,-10.53531689
340,6.26E-250,2.23E-122,1.22E-249,1.15E-130,0.007742801,0,0.000378409,-12569.48153,0.00E+00,4.44E-16,0,5.42E-06,8.02E-05,0.99800384,0.000452664,-1.031626346,0.460499011,3.000091849,-3.821598611,-3.038036439,-10.15189723,-10.40200348,-10.5353169
341,6.26E-250,2.97E-123,1.90E-250,1.14E-130,0.007741505,0,0.000378409,-12569.48155,0.00E+00,4.44E-16,0,5.42E-06,8.02E-05,0.99800384,0.000451047,-1.031626356,0.460498429,3.000090439,-3.821605618,-3.038085281,-10.15189723,-10.40215732,-10.5353169
342,6.26E-250,8.16E-124,4.93E-252,2.63E-131,0.00768558,0,0.000378409,-12569.48155,0.00E+00,4.44E-16,0,5.42E-06,7.96E-05,0.99800384,0.000450262,-1.031626356,0.460498419,3.000090437,-3.821605865,-3.038104892,-10.15189724,-10.40215734,-10.5353169
343,1.64E-250,4.29E-124,4.91E-252,9.45E-132,0.00757167,0,0.000378409,-12569.48173,0.00E+00,4.44E-16,0,5.42E-06,7.94E-05,0.99800384,0.000450079,-1.031626357,0.460498396,3.000090009,-3.821614305,-3.038110225,-10.15189724,-10.40215734,-10.5353169
344,1.69E-251,3.90E-124,9.71E-253,3.21E-132,0.007570266,0,0.000378409,-12569.48193,0.00E+00,4.44E-16,0,5.42E-06,7.94E-05,0.99800384,0.000450075,-1.031626362,0.460498263,3.000089969,-3.821616987,-3.038161693,-10.15189724,-10.40215734,-10.5353169
345,7.96E-252,3.83E-124,1.85E-253,8.33E-133,0.007567367,0,0.000378409,-12569.48194,0.00E+00,4.44E-16,0,5.42E-06,7.94E-05,0.99800384,0.000450071,-1.031626369,0.460498063,3.000089564,-3.821617669,-3.038176625,-10.15189724,-10.40215735,-10.5353169
346,3.52E-255,2.51E-124,1.85E-253,2.17E-133,0.007285201,0,0.000378409,-12569.48195,0.00E+00,4.44E-16,0,5.42E-06,7.94E-05,0.99800384,0.00044997,-1.03162637,0.460498063,3.000085432,-3.821643702,-3.038181344,-10.15189724,-10.40215735,-10.5353169
347,3.52E-255,2.50E-124,2.63E-254,1.59E-134,0.007208183,0,0.000378409,-12569.48195,0.00E+00,4.44E-16,0,5.41E-06,7.94E-05,0.99800384,0.000449904,-1.031626372,0.460497898,3.00008543,-3.821783931,-3.038264312,-10.15189729,-10.40215735,-10.53533236
348,1.96E-255,1.42E-124,1.29E-254,1.58E-134,0.007207859,0,0.000378409,-12569.48195,0.00E+00,4.44E-16,0,5.41E-06,7.93E-05,0.99800384,0.000449733,-1.031626373,0.460497852,3.000085372,-3.82178601,-3.038406,-10.15189729,-10.40215735,-10.53533237
349,4.15E-256,1.40E-124,1.44E-255,4.97E-135,0.007207857,0,0.000377914,-12569.48202,0.00E+00,4.44E-16,0,5.41E-06,7.93E-05,0.99800384,0.000449687,-1.031626428,0.460494598,3.00008522,-3.82188608,-3.038597719,-10.15190098,-10.40215736,-10.53533237
350,4.25E-257,8.61E-125,1.34E-255,2.81E-136,0.007207854,0,0.000377914,-12569.48202,0.00E+00,4.44E-16,0,5.41E-06,7.92E-05,0.99800384,0.000449663,-1.031626428,0.46049455,3.000085198,-3.82200169,-3.038598224,-10.15190104,-10.40216185,-10.53533238
351,4.25E-257,4.64E-125,1.22E-255,2.79E-136,0.007207815,0,0.000377914,-12569.48203,0.00E+00,4.44E-16,0,5.40E-06,7.88E-05,0.99800384,0.000449638,-1.031626435,0.46049454,3.00008363,-3.822002778,-3.03887072,-10.15190109,-10.40216188,-10.53533372
352,2.00E-257,3.58E-127,7.68E-256,1.01E-136,0.007207813,0,0.00036786,-12569.48203,0.00E+00,4.44E-16,0,5.39E-06,7.88E-05,0.99800384,0.000449499,-1.031626442,0.460494234,3.00008359,-3.822020842,-3.038916637,-10.15190109,-10.40216208,-10.53533374
353,5.91E-258,3.56E-127,7.58E-257,1.25E-137,0.007195653,0,0.0003658,-12569.48203,0.00E+00,4.44E-16,0,5.39E-06,7.88E-05,0.99800384,0.000449478,-1.031626471,0.460494063,3.000083576,-3.822021183,-3.039377168,-10.15190109,-10.40216211,-10.53533374
354,5.91E-258,3.15E-127,6.34E-258,5.17E-138,0.007193771,0,0.0003658,-12569.48203,0.00E+00,4.44E-16,0,5.38E-06,7.88E-05,0.998003839,0.00044944,-1.031626471,0.460493875,3.000065284,-3.822024497,-3.039386108,-10.15190123,-10.40216211,-10.53533375
355,3.12E-259,1.14E-127,2.53E-258,1.78E-138,0.007192951,0,0.000359821,-12569.48203,0.00E+00,4.44E-16,0,5.35E-06,7.87E-05,0.998003839,0.000449422,-1.031626485,0.460493789,3.000065274,-3.822030219,-3.039404765,-10.15190123,-10.40216213,-10.5353592
356,3.92E-260,5.09E-128,2.17E-258,6.00E-139,0.007174208,0,0.000351442,-12569.48204,0.00E+00,4.44E-16,0,5.35E-06,7.87E-05,0.998003839,0.000449401,-1.031626488,0.460493744,3.000065113,-3.822034542,-3.039506642,-10.15190318,-10.4021628,-10.5353592
357,3.86E-260,3.71E-128,4.03E-259,1.75E-139,0.007060354,0,0.000351442,-12569.48204,0.00E+00,4.44E-16,0,5.35E-06,7.74E-05,0.998003839,0.000449398,-1.031626506,0.460493104,3.000064886,-3.822152688,-3.039509288,-10.15190318,-10.4021628,-10.5353592
358,1.06E-260,2.47E-129,6.21E-260,4.08E-140,0.007003834,0,0.000351442,-12569.48207,0.00E+00,4.44E-16,0,5.34E-06,7.74E-05,0.998003839,0.000449394,-1.031626506,0.460493097,3.000064861,-3.822265412,-3.039538674,-10.15190321,-10.4021628,-10.5353592
359,2.17E-262,1.40E-129,4.15E-260,9.77E-141,0.006930875,0,0.000333445,-12569.48207,0.00E+00,4.44E-16,0,5.34E-06,7.69E-05,0.998003839,0.00044937,-1.031626506,0.460493091,3.000064815,-3.822621582,-3.039598704,-10.15190321,-10.40216281,-10.5353592
360,1.85E-262,3.41E-132,4.15E-260,6.61E-141,0.006892979,0,0.000331376,-12569.48207,0.00E+00,4.44E-16,0,5.34E-06,7.67E-05,0.998003839,0.000449355,-1.031626507,0.460493074,3.00006478,-3.822656256,-3.039796608,-10.15190321,-10.40216281,-10.53535922
361,3.77E-263,3.07E-132,9.05E-262,2.65E-141,0.006882896,0,0.000331376,-12569.48207,0.00E+00,4.44E-16,0,5.34E-06,7.62E-05,0.998003839,0.000449336,-1.031626517,0.460493073,3.000064637,-3.822662043,-3.039827449,-10.15190321,-10.40216281,-10.53535982
362,4.06E-264,1.62E-132,9.05E-262,1.76E-141,0.006882869,0,0.000331376,-12569.48207,0.00E+00,4.44E-16,0,5.34E-06,7.62E-05,0.998003839,0.000449258,-1.031626518,0.460492384,3.000064636,-3.822928797,-3.041699656,-10.15190322,-10.40216281,-10.53536001
363,6.37E-267,2.29E-133,2.45E-263,3.72E-142,0.006882187,0,0.000331376,-12569.48251,0.00E+00,4.44E-16,0,5.34E-06,7.62E-05,0.998003839,0.000449252,-1.031626521,0.460492356,3.000059907,-3.82293256,-3.041749204,-10.15190322,-10.40216281,-10.53536001
364,6.37E-267,2.29E-133,5.18E-264,6.89E-143,0.006882169,0,0.000331376,-12569.48252,0.00E+00,4.44E-16,0,5.28E-06,7.62E-05,0.998003839,0.000449067,-1.031626521,0.460490389,3.000058327,-3.822950342,-3.04190333,-10.15190324,-10.40216281,-10.53536002
365,4.74E-268,2.67E-134,8.66E-265,3.36E-143,0.006881592,0,0.000331376,-12569.48278,0.00E+00,4.44E-16,0,5.27E-06,7.62E-05,0.998003839,0.000449047,-1.031626522,0.460490363,3.000058325,-3.822976564,-3.042068647,-10.15190326,-10.40216281,-10.53536002
366,2.03E-268,1.59E-134,3.10E-265,1.19E-143,0.006881591,0,0.000330213,-12569.48283,0.00E+00,4.44E-16,0,5.27E-06,7.60E-05,0.998003839,0.000449038,-1.031626523,0.460490362,3.000058234,-3.822980702,-3.043850783,-10.15190326,-10.40216282,-10.53536002
367,1.90E-272,8.14E-135,5.97E-266,6.55E-144,0.00688159,0,0.000330213,-12569.48283,0.00E+00,4.44E-16,0,5.27E-06,7.58E-05,0.998003839,0.000449038,-1.031626523,0.460490357,3.000057763,-3.822980737,-3.044225044,-10.15191064,-10.4021633,-10.53536934
368,2.06E-273,3.11E-135,1.20E-267,2.70E-144,0.006881583,0,0.000330213,-12569.48283,0.00E+00,4.44E-16,0,5.27E-06,6.74E-05,0.998003839,0.000444865,-1.031626523,0.460490198,3.000057763,-3.822987129,-3.047330744,-10.15191064,-10.40217505,-10.53536934
369,3.86E-275,1.30E-135,1.61E-269,3.54E-145,0.00688156,0,0.000330213,-12569.48284,0.00E+00,4.44E-16,0,5.27E-06,6.74E-05,0.998003839,0.000442868,-1.031626527,0.460490188,3.000057759,-3.822987901,-3.050505785,-10.15191078,-10.40217505,-10.5353704
370,3.86E-275,7.77E-136,1.61E-269,2.10E-145,0.006881284,0,0.000330213,-12569.48284,0.00E+00,4.44E-16,0,5.27E-06,6.74E-05,0.998003839,0.000442862,-1.031626533,0.460490109,3.000057589,-3.823003983,-3.050517408,-10.15191078,-10.40217506,-10.53537041
371,5.59E-276,3.29E-136,2.01E-270,1.14E-145,0.006867946,0,0.000330213,-12569.48295,0.00E+00,4.44E-16,0,5.27E-06,6.74E-05,0.998003839,0.000442862,-1.031626569,0.460489949,3.000057589,-3.823005386,-3.050546097,-10.15191078,-10.40217506,-10.53537042
372,5.68E-277,2.12E-136,9.82E-272,1.28E-146,0.006867924,0,0.000330213,-12569.48295,0.00E+00,4.44E-16,0,5.27E-06,6.74E-05,0.998003839,0.000442834,-1.03162657,0.460489889,3.000057566,-3.823056075,-3.050551143,-10.15191082,-10.40218625,-10.53537042
373,5.68E-277,9.91E-137,9.71E-272,9.25E-147,0.00686788,0,0.00032386,-12569.48295,0.00E+00,4.44E-16,0,5.27E-06,6.74E-05,0.998003839,0.000442834,-1.03162657,0.460489653,3.000057563,-3.823107598,-3.050602221,-10.15191082,-10.40219078,-10.53537296
374,4.17E-277,2.29E-137,6.99E-275,5.35E-147,0.00682117,0,0.00032386,-12569.48295,0.00E+00,4.44E-16,0,5.27E-06,6.74E-05,0.998003839,0.000442275,-1.031626591,0.460489651,3.000057191,-3.82312749,-3.05060272,-10.15191082,-10.40219078,-10.53537666
375,3.45E-282,4.11E-138,4.30E-275,3.56E-147,0.006579,0,0.00032386,-12569.48295,0.00E+00,4.44E-16,0,5.27E-06,6.74E-05,0.998003839,0.000441518,-1.031626597,0.460489612,3.000057147,-3.823139596,-3.0506714,-10.15191082,-10.40220617,-10.53537671
376,2.37E-282,2.98E-138,3.42E-275,3.56E-147,0.006578998,0,0.00032386,-12569.48295,0.00E+00,4.44E-16,0,5.27E-06,6.74E-05,0.998003839,0.000441512,-1.031626597,0.460489578,3.00005426,-3.823140824,-3.050814637,-10.15191085,-10.40220617,-10.53537671
377,6.27E-283,1.66E-138,3.35E-275,9.73E-148,0.006576609,0,0.00032386,-12569.48355,0.00E+00,4.44E-16,0,5.26E-06,6.74E-05,0.998003839,0.000441492,-1.031626597,0.460489578,3.000054231,-3.823145066,-3.05086989,-10.15191086,-10.40220617,-10.53537706
378,1.34E-283,7.02E-139,1.87E-275,4.15E-148,0.00657495,0,0.00032386,-12569.48355,0.00E+00,4.44E-16,0,5.24E-06,6.74E-05,0.998003839,0.000441352,-1.031626597,0.460489519,3.000054018,-3.823157526,-3.050871465,-10.15191086,-10.40220694,-10.53537708
379,2.70E-286,2.81E-139,4.94E-278,3.83E-148,0.006401743,0,0.000321198,-12569.48355,0.00E+00,4.44E-16,0,5.24E-06,6.72E-05,0.998003839,0.000441077,-1.0316266,0.460489496,3.00005262,-3.823163308,-3.050878704,-10.15191086,-10.40220901,-10.53537708
380,1.93E-288,7.53E-140,4.94E-278,2.57E-148,0.006018559,0,0.000321198,-12569.48358,0.00E+00,4.44E-16,0,5.24E-06,6.72E-05,0.998003839,0.000441059,-1.0316266,0.460489229,3.000052402,-3.823165343,-3.050888754,-10.15191087,-10.40220903,-10.53537708
381,3.71E-289,4.95E-140,3.66E-278,1.43E-148,0.005899437,0,0.000321148,-12569.48359,0.00E+00,4.44E-16,0,5.24E-06,6.72E-05,0.998003839,0.000440798,-1.031626607,0.460489216,3.000052084,-3.823226904,-3.0508991,-10.15191108,-10.40220905,-10.53539034
382,9.25E-290,1.52E-140,3.66E-278,2.93E-149,0.005897747,0,0.000321148,-12569.48359,0.00E+00,4.44E-16,0,5.24E-06,6.72E-05,0.998003839,0.000440442,-1.031626618,0.460488468,3.000050531,-3.823231916,-3.05095861,-10.15191108,-10.40220905,-10.53539034
383,2.21E-290,9.18E-141,3.08E-279,2.68E-149,0.005491178,0,0.000321148,-12569.48359,0.00E+00,4.44E-16,0,5.24E-06,6.72E-05,0.998003839,0.000440429,-1.031626618,0.46048846,3.000050522,-3.823232187,-3.05123411,-10.15191108,-10.40220905,-10.53539034
384,2.48E-293,7.26E-141,6.87E-281,1.94E-149,0.005491144,0,0.000321148,-12569.48359,0.00E+00,4.44E-16,0,5.24E-06,6.56E-05,0.998003839,0.000440424,-1.031626618,0.460488223,3.000050413,-3.823267585,-3.051496894,-10.15191108,-10.40220905,-10.53539047
385,9.24E-294,2.25E-141,3.41E-281,7.18E-150,0.005429509,0,0.000321148,-12569.48359,0.00E+00,4.44E-16,0,5.23E-06,6.56E-05,0.998003839,0.000440337,-1.031626619,0.460487799,3.000048906,-3.823269017,-3.051553514,-10.15191108,-10.40220935,-10.53539051
386,5.52E-294,3.83E-143,2.05E-281,1.49E-150,0.005429402,0,0.000321148,-12569.48359,0.00E+00,4.44E-16,0,5.22E-06,6.56E-05,0.998003839,0.000440334,-1.031626619,0.460487707,3.000048906,-3.823271139,-3.051620406,-10.15191108,-10.40220935,-10.53539052
387,2.10E-294,2.82E-143,6.89E-284,1.49E-150,0.005389332,0,0.000311275,-12569.48364,0.00E+00,4.44E-16,0,5.22E-06,6.56E-05,0.998003839,0.000440323,-1.031626628,0.460487633,3.000048874,-3.823275256,-3.051807836,-10.15191108,-10.40231965,-10.53539052
388,1.41E-295,6.09E-144,6.89E-284,1.92E-151,0.005273706,0,0.000311275,-12569.48364,0.00E+00,4.44E-16,0,5.22E-06,6.56E-05,0.998003839,0.000440323,-1.031626672,0.460486984,3.000048789,-3.823279182,-3.051809015,-10.15191108,-10.40231965,-10.53539069
389,1.61E-296,1.30E-144,1.43E-285,3.99E-152,0.005264936,0,0.000306378,-12569.48364,0.00E+00,4.44E-16,0,5.22E-06,6.55E-05,0.998003839,0.000440316,-1.031626672,0.460486615,3.00004866,-3.823280416,-3.051819964,-10.15191108,-10.40231965,-10.53539086
390,4.62E-297,9.90E-145,3.47E-287,2.90E-152,0.005263892,0,0.000293627,-12569.48364,0.00E+00,4.44E-16,0,5.22E-06,6.55E-05,0.998003839,0.000440244,-1.031626672,0.460486595,3.00004863,-3.823387685,-3.051823659,-10.15191108,-10.40231966,-10.53539087
391,1.24E-299,7.55E-145,3.46E-287,2.90E-152,0.005262111,0,0.000293627,-12569.48364,0.00E+00,4.44E-16,0,5.22E-06,6.55E-05,0.998003839,0.000435121,-1.031626697,0.460486588,3.000048071,-3.823391368,-3.051848262,-10.15191108,-10.40231968,-10.53539087
392,1.21E-299,7.34E-145,1.50E-287,5.46E-153,0.005262031,0,0.000293627,-12569.48367,0.00E+00,4.44E-16,0,5.22E-06,6.55E-05,0.998003839,0.000434998,-1.031626698,0.460486526,3.000047581,-3.823391748,-3.052100225,-10.15191109,-10.40231968,-10.53539087
393,2.11E-300,2.05E-145,9.86E-289,3.65E-154,0.005255603,0,0.000291632,-12569.48367,0.00E+00,4.44E-16,0,5.16E-06,6.52E-05,0.998003839,0.000434981,-1.031626698,0.460486524,3.0000475,-3.823391887,-3.052417743,-10.15191109,-10.40231969,-10.53539087
394,1.83E-301,4.43E-147,8.14E-289,3.65E-154,0.005255583,0,0.000291632,-12569.48378,0.00E+00,4.44E-16,0,5.16E-06,6.52E-05,0.998003839,0.000434513,-1.031626698,0.460486387,3.000047146,-3.823395215,-3.052419103,-10.15191109,-10.4023197,-10.53539087
395,2.19E-302,4.26E-147,2.06E-289,2.66E-154,0.005255101,0,0.000291632,-12569.48383,0.00E+00,4.44E-16,0,5.03E-06,6.20E-05,0.998003839,0.000434495,-1.031626698,0.460486334,3.000047137,-3.823407067,-3.052535564,-10.15191109,-10.40231973,-10.53539092
396,6.03E-303,3.62E-147,6.10E-295,7.37E-155,0.00525507,0,0.000284944,-12569.48383,0.00E+00,4.44E-16,0,5.03E-06,6.19E-05,0.998003839,0.000434451,-1.031626699,0.460486206,3.000046655,-3.82340707,-3.053331339,-10.1519111,-10.40231973,-10.53539092
397,2.46E-303,2.90E-147,5.57E-295,5.57E-156,0.005174948,0,0.000284944,-12569.48383,0.00E+00,4.44E-16,0,5.03E-06,6.19E-05,0.998003839,0.00043445,-1.0316267,0.460486015,3.000046241,-3.823407737,-3.053364286,-10.15191613,-10.4023208,-10.53539174
398,5.12E-304,2.88E-147,1.11E-295,5.56E-156,0.005137553,0,0.000284944,-12569.48385,0.00E+00,4.44E-16,0,5.03E-06,6.19E-05,0.998003839,0.000434439,-1.031626705,0.460485975,3.000046233,-3.823421147,-3.053610914,-10.15191614,-10.40232083,-10.53539178
399,1.12E-304,1.82E-147,5.29E-297,5.17E-157,0.005125742,0,0.000284944,-12569.48385,0.00E+00,4.44E-16,0,5.03E-06,6.19E-05,0.998003839,0.000434432,-1.031626706,0.460485974,3.000046198,-3.823421823,-3.053904728,-10.15191624,-10.40232083,-10.53539178
400,3.05E-306,6.48E-148,4.27E-297,2.08E-157,0.005125681,0,0.000284944,-12569.48385,0.00E+00,4.44E-16,0,5.00E-06,6.12E-05,0.998003839,0.000434307,-1.031626706,0.460485973,3.000046196,-3.823422227,-3.053929832,-10.15191624,-10.40232083,-10.53539179
401,1.64E-306,6.47E-148,1.66E-298,1.73E-157,0.005125025,0,0.000284944,-12569.48385,0.00E+00,4.44E-16,0,5.00E-06,5.96E-05,0.998003839,0.000434306,-1.031626714,0.460485921,3.000046167,-3.823424566,-3.054275888,-10.15191625,-10.40232083,-10.53539179
402,6.60E-307,9.03E-149,3.40E-299,1.29E-158,0.005123586,0,0.000280979,-12569.48385,0.00E+00,4.44E-16,0,4.41E-06,5.54E-05,0.998003839,0.000434306,-1.031626715,0.460485466,3.000045507,-3.823940526,-3.054330506,-10.15191625,-10.40232083,-10.53539179
403,0.00E-01,9.02E-149,4.24E-300,1.23E-158,0.005123571,0,0.000280518,-12569.48385,0.00E+00,4.44E-16,0,4.41E-06,5.54E-05,0.998003839,0.000434306,-1.031626717,0.460484949,3.000043677,-3.823940594,-3.054648902,-10.15191625,-10.40232083,-10.53539179
404,2.84986051633466e-310,7.34E-149,4.69E-301,1.23E-158,0.005123571,0,0.000280518,-12569.48385,0.00E+00,4.44E-16,0,4.41E-06,5.54E-05,0.998003839,0.000434304,-1.031626719,0.460484866,3.000043555,-3.823970326,-3.05471317,-10.15191625,-10.40232083,-10.53539179
405,7.995247605677e-311,6.47E-149,2.24E-301,3.46E-159,0.005123569,0,0.000280518,-12569.48385,0.00E+00,4.44E-16,0,4.41E-06,5.54E-05,0.998003839,0.000434303,-1.031626726,0.460484568,3.000043403,-3.824200047,-3.054835724,-10.1519163,-10.40232083,-10.53539179
406,1.91305731841e-311,5.75E-149,1.51E-301,1.56E-159,0.005117595,0,0.000280518,-12569.48385,0.00E+00,4.44E-16,0,4.41E-06,5.42E-05,0.998003839,0.000434297,-1.031626758,0.460481736,3.000043286,-3.824287135,-3.054885544,-10.1519163,-10.40232096,-10.53539179
407,1.056030672917e-312,1.29E-149,4.16E-302,1.37E-160,0.005117586,0,0.000273953,-12569.48389,0.00E+00,4.44E-16,0,4.41E-06,5.41E-05,0.998003839,0.000434297,-1.031626762,0.460480388,3.000043271,-3.824311303,-3.054943559,-10.1519163,-10.40232101,-10.53539509
408,3.578827647e-314,9.96E-150,2.24E-303,1.37E-160,0.005117582,0,0.000273953,-12569.48389,0.00E+00,4.44E-16,0,4.41E-06,4.95E-05,0.998003839,0.000434269,-1.031626765,0.46047705,3.000043252,-3.824327776,-3.055256077,-10.15191631,-10.40232101,-10.53539509
409,1.5680035223e-314,6.20E-150,2.23E-303,1.78E-161,0.005110515,0,0.000273953,-12569.48391,0.00E+00,4.44E-16,0,4.41E-06,4.95E-05,0.998003839,0.000434254,-1.031626773,0.460476834,3.00004318,-3.824329083,-3.055468732,-10.15191631,-10.40232107,-10.53539555
410,1.214168316e-315,1.23E-150,9.20E-304,4.27E-162,0.005110018,0,0.000273953,-12569.48392,0.00E+00,4.44E-16,0,4.35E-06,4.95E-05,0.998003839,0.000434254,-1.031626775,0.460466609,3.00004311,-3.824341209,-3.055561499,-10.15191635,-10.40232147,-10.53539625
411,1.7671577e-317,6.39E-152,4.55E-304,1.71E-162,0.005108906,0,0.000273953,-12569.48392,0.00E+00,4.44E-16,0,4.35E-06,4.95E-05,0.998003839,0.000434251,-1.031626783,0.460466492,3.000042978,-3.824343137,-3.055585825,-10.15191635,-10.40232147,-10.53539824
412,1.93362e-319,7.64E-153,4.13E-304,3.91E-163,0.00510773,0,0.000273953,-12569.48392,0.00E+00,4.44E-16,0,4.35E-06,4.95E-05,0.998003839,0.000434199,-1.031626784,0.460466285,3.000042941,-3.824350017,-3.055663451,-10.15191636,-10.40232147,-10.53539824
413,1.5876e-319,7.64E-153,2.11E-304,2.81E-163,0.005107694,0,0.000273953,-12569.48392,0.00E+00,4.44E-16,0,4.35E-06,4.95E-05,0.998003839,0.000434158,-1.031626785,0.460466262,3.000042676,-3.824354159,-3.055666139,-10.15191637,-10.40232147,-10.53539824
414,1.2507e-319,5.18E-153,8.03E-305,1.59E-163,0.005107685,0,0.000273953,-12569.48392,0.00E+00,4.44E-16,0,4.32E-06,4.93E-05,0.998003839,0.000434155,-1.031626785,0.460466229,3.000042672,-3.824355603,-3.055782707,-10.15191637,-10.40232283,-10.53539829
