MSEWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
226,4.50E-157,3.19E-77,3.19E-151,5.03E-80,0.032479445,0,0.000601812,-12569.4741,0.00E+00,4.44E-16,0,9.74E-06,0.000225059,0.998003841,0.000492539,-1.031624161,0.460620604,3.000273865,-3.818684815,-2.997040435,-10.15045195,-10.39992747,-10.53462696
227,2.76E-157,8.81E-78,2.30E-154,4.58E-80,0.032473623,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,9.56E-06,0.000224531,0.998003841,0.000492493,-1.031624171,0.460620483,3.000272494,-3.81869122,-2.997182368,-10.15052457,-10.39992813,-10.53463194
228,6.75E-158,1.46E-78,5.45E-155,3.67E-80,0.032280051,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.68E-06,0.000224469,0.998003841,0.000491357,-1.031624177,0.460619954,3.000271322,-3.818692936,-2.998026149,-10.15052459,-10.39992831,-10.53463311
229,2.31E-158,1.46E-78,2.38E-155,1.17E-80,0.032280026,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.63E-06,0.000224435,0.998003841,0.000491284,-1.031624212,0.460616183,3.000270776,-3.818694349,-2.998350106,-10.15052513,-10.39993295,-10.53463497
230,3.21E-159,2.34E-79,1.08E-155,1.10E-80,0.032280019,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.60E-06,0.000224434,0.998003841,0.000491277,-1.031624214,0.460610652,3.000269074,-3.818701187,-2.998464581,-10.15052787,-10.39993324,-10.53463497
231,5.05E-161,6.90E-80,3.18E-156,2.33E-81,0.032280019,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.60E-06,0.000224402,0.998003841,0.000491229,-1.031624222,0.460587182,3.000268948,-3.818704228,-3.000047306,-10.15053165,-10.39994244,-10.53463499
232,1.66E-161,3.13E-80,2.14E-156,2.33E-81,0.032273637,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.60E-06,0.000224345,0.998003841,0.000491195,-1.031624223,0.460586564,3.00026687,-3.818707063,-3.000565938,-10.15053437,-10.39994244,-10.53465397
233,1.66E-161,1.62E-80,1.81E-157,2.24E-81,0.032273564,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.57E-06,0.000224327,0.998003841,0.000491131,-1.031624232,0.460586332,3.000265899,-3.81870773,-3.000858178,-10.15084978,-10.39995539,-10.5346543
234,1.33E-161,4.16E-81,1.81E-157,2.04E-81,0.032273543,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.57E-06,0.000224326,0.998003841,0.000490821,-1.031624232,0.460586176,3.000187306,-3.818710002,-3.000869697,-10.15085612,-10.40007669,-10.53465598
235,6.82E-164,2.02E-81,8.17E-159,1.46E-82,0.032273528,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.57E-06,0.000223739,0.998003841,0.000490814,-1.031624244,0.460585386,3.000187257,-3.818712917,-3.001119492,-10.1508572,-10.40013113,-10.53465603
236,2.89E-164,1.99E-81,8.68E-160,8.93E-83,0.032273415,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.45E-06,0.000222314,0.998003841,0.000490813,-1.031624261,0.460582324,3.00018697,-3.818714034,-3.001350399,-10.1508572,-10.40013116,-10.53465699
237,1.58E-165,8.01E-82,4.74E-160,2.03E-84,0.02442724,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.45E-06,0.00022228,0.998003841,0.000490812,-1.031624262,0.460582106,3.000186812,-3.81871632,-3.002254079,-10.15085721,-10.40013778,-10.53465699
238,5.90E-166,3.75E-82,4.74E-160,1.53E-84,0.024427238,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.41E-06,0.000219563,0.998003841,0.000490776,-1.031624373,0.46058206,3.000186781,-3.818717939,-3.003554373,-10.15085847,-10.40016203,-10.53465701
239,1.57E-167,3.39E-82,2.96E-160,1.42E-84,0.02432979,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.30E-06,0.000218369,0.998003841,0.000490546,-1.0316246,0.460580749,3.000186669,-3.818725587,-3.003730424,-10.15085847,-10.40016204,-10.53465702
240,1.57E-167,2.64E-82,3.99E-161,5.72E-85,0.024329577,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.20E-06,0.000214668,0.998003841,0.000490044,-1.031624601,0.460570211,3.000185559,-3.818728287,-3.004108116,-10.15085849,-10.40020526,-10.53465702
241,3.76E-168,2.42E-82,8.63E-162,1.23E-86,0.024172444,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.20E-06,0.000207716,0.998003841,0.000490004,-1.031624603,0.460569807,3.000184926,-3.818729068,-3.004134272,-10.15085868,-10.40020604,-10.53465703
242,8.61E-171,1.62E-82,8.63E-162,1.23E-86,0.02332042,0,0.000549732,-12569.4741,0.00E+00,4.44E-16,0,8.18E-06,0.00020499,0.998003841,0.000490004,-1.031624603,0.460569176,3.000180926,-3.818731089,-3.004145846,-10.15085877,-10.40020676,-10.53465711
243,5.99E-171,1.34E-82,2.36E-162,9.41E-87,0.023320388,0,0.000534775,-12569.4741,0.00E+00,4.44E-16,0,7.67E-06,0.000198064,0.998003841,0.000489998,-1.031624603,0.460569129,3.000180328,-3.81924126,-3.00450328,-10.15097901,-10.40021379,-10.53465729
244,3.27E-172,1.02E-82,3.20E-163,3.57E-87,0.023320358,0,0.000514718,-12569.4741,0.00E+00,4.44E-16,0,7.67E-06,0.000196796,0.998003841,0.000489992,-1.031624607,0.46056869,3.000179145,-3.819249605,-3.005856882,-10.1510024,-10.40021391,-10.53465768
245,3.00E-172,9.35E-83,2.04E-163,9.62E-88,0.023320303,0,0.000505418,-12569.47452,0.00E+00,4.44E-16,0,7.67E-06,0.000196767,0.998003841,0.000489527,-1.031624959,0.460565679,3.000179041,-3.819264509,-3.006163031,-10.15102053,-10.40021742,-10.5347233
246,3.11E-173,4.62E-83,1.51E-165,7.01E-88,0.023087187,0,0.000505418,-12569.47452,0.00E+00,4.44E-16,0,7.66E-06,0.000196058,0.998003841,0.000489505,-1.031624959,0.460565548,3.000178604,-3.819269457,-3.006201318,-10.15102787,-10.40022246,-10.53472349
247,3.67E-174,3.34E-83,4.23E-166,4.42E-88,0.022529649,0,0.000505418,-12569.47452,0.00E+00,4.44E-16,0,7.57E-06,0.000196031,0.998003841,0.000489494,-1.03162496,0.460565286,3.00017729,-3.819271409,-3.007283041,-10.15102789,-10.40022461,-10.53473098
248,3.50E-176,1.09E-83,1.94E-166,5.28E-89,0.022426003,0,0.000505418,-12569.47452,0.00E+00,4.44E-16,0,7.55E-06,0.000194603,0.998003841,0.000485153,-1.031624963,0.460565056,3.00017643,-3.819272108,-3.007435735,-10.15103196,-10.40022471,-10.53473734
249,3.50E-176,3.25E-84,5.00E-167,5.03E-89,0.022425876,0,0.000505418,-12569.47452,0.00E+00,4.44E-16,0,7.53E-06,0.000193425,0.998003841,0.000484762,-1.031624966,0.460558783,3.000176097,-3.819300989,-3.007631219,-10.15103205,-10.4002539,-10.53473734
250,2.59E-176,1.09E-84,4.77E-167,2.32E-89,0.01153723,0,0.000505418,-12569.47452,0.00E+00,4.44E-16,0,7.53E-06,0.000190483,0.998003841,0.000484759,-1.031624966,0.460558422,3.000175681,-3.819301388,-3.007948821,-10.15103205,-10.40025394,-10.53479877
251,5.25E-177,1.35E-85,1.08E-167,2.32E-89,0.011522763,0,0.000505418,-12569.47452,0.00E+00,4.44E-16,0,7.52E-06,0.000190397,0.998003841,0.000483928,-1.031624972,0.460552607,3.000173247,-3.819326549,-3.014193728,-10.15139124,-10.40025395,-10.53479896
252,1.34E-177,8.43E-86,3.05E-169,1.37E-89,0.011516179,0,0.000505418,-12569.47452,0.00E+00,4.44E-16,0,7.52E-06,0.000184093,0.998003841,0.000483927,-1.031624978,0.460552536,3.000171355,-3.819589135,-3.016022997,-10.15139216,-10.40025397,-10.53479921
253,4.12E-179,4.10E-86,2.38E-169,5.88E-90,0.011495073,0,0.000504315,-12569.47452,0.00E+00,4.44E-16,0,7.13E-06,0.000184093,0.998003841,0.000483801,-1.031624996,0.460551316,3.000171154,-3.819594512,-3.016768262,-10.1513922,-10.40025418,-10.53480829
254,6.38E-180,3.38E-86,4.57E-170,1.17E-90,0.01109884,0,0.000502606,-12569.47453,0.00E+00,4.44E-16,0,7.13E-06,0.000179786,0.998003841,0.000483776,-1.031625014,0.460551315,3.000171151,-3.819622551,-3.016771491,-10.15139265,-10.40027901,-10.53481503
255,6.38E-180,2.82E-86,1.55E-172,5.21E-91,0.011097383,0,0.000502606,-12569.47453,0.00E+00,4.44E-16,0,7.11E-06,0.000165931,0.998003841,0.000483747,-1.031625015,0.46055011,3.000171057,-3.819661585,-3.016774813,-10.15139294,-10.40028601,-10.53481549
256,4.37E-180,1.66E-86,1.55E-172,8.76E-92,0.011056566,0,0.000497496,-12569.47453,0.00E+00,4.44E-16,0,7.11E-06,0.000165925,0.998003841,0.000483694,-1.031625019,0.460550107,3.000165752,-3.819669364,-3.016803732,-10.15141136,-10.40028601,-10.53481611
257,8.08E-182,5.91E-87,4.20E-173,3.53E-92,0.010582305,0,0.000497496,-12569.47453,0.00E+00,4.44E-16,0,6.97E-06,0.00016416,0.998003841,0.000483612,-1.03162502,0.460550023,3.000162531,-3.819714118,-3.017126538,-10.15141153,-10.40028665,-10.53481676
258,8.08E-182,1.54E-87,2.48E-175,2.22E-92,0.010573402,0,0.000497496,-12569.47453,0.00E+00,4.44E-16,0,6.97E-06,0.000161057,0.998003841,0.000483479,-1.031625077,0.460550006,3.000162311,-3.819715077,-3.017155385,-10.15141208,-10.40028665,-10.53481676
259,1.62E-182,9.45E-88,1.85E-175,8.62E-93,0.010555141,0,0.000497496,-12569.47453,0.00E+00,4.44E-16,0,6.95E-06,0.000160929,0.998003841,0.000483398,-1.031625161,0.460548969,3.000162298,-3.819726258,-3.017463728,-10.15141209,-10.4003147,-10.53481679
260,5.96E-183,4.35E-88,3.06E-176,6.98E-95,0.010555119,0,0.000488363,-12569.47531,0.00E+00,4.44E-16,0,6.95E-06,0.000160925,0.998003841,0.000483293,-1.031625162,0.460542648,3.000160383,-3.819726447,-3.017545213,-10.15141209,-10.40031471,-10.5348168
261,1.86E-183,2.46E-88,1.22E-176,6.98E-95,0.010555012,0,0.000488363,-12569.47531,0.00E+00,4.44E-16,0,6.95E-06,0.000160922,0.998003841,0.000483287,-1.031625298,0.460540561,3.000160369,-3.819743759,-3.017581335,-10.1514121,-10.40031687,-10.53481712
262,1.79E-183,1.96E-89,1.18E-176,2.01E-95,0.010553866,0,0.000488363,-12569.47531,0.00E+00,4.44E-16,0,6.95E-06,0.000160187,0.998003841,0.000482151,-1.031625353,0.460540289,3.000160356,-3.81975102,-3.017773743,-10.15141226,-10.40032153,-10.53482255
263,2.31E-185,1.47E-89,2.47E-177,1.77E-95,0.010423461,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.95E-06,0.000155524,0.998003841,0.000482073,-1.031625363,0.46054017,3.00015965,-3.81975659,-3.017862535,-10.15141312,-10.40032329,-10.53482255
264,1.09E-185,8.96E-91,2.47E-177,1.79E-96,0.010420553,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.95E-06,0.000155524,0.998003841,0.000482065,-1.031625365,0.460540169,3.000158735,-3.819757218,-3.017890204,-10.15141602,-10.4003233,-10.53482255
265,7.77E-186,8.96E-91,1.30E-178,1.79E-96,0.010416015,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.95E-06,0.000155295,0.998003841,0.000481845,-1.031625384,0.460538109,3.000155499,-3.819759375,-3.017955552,-10.15141603,-10.40032623,-10.53482331
266,2.17E-187,8.96E-91,1.93E-180,1.02E-96,0.010357746,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.91E-06,0.000155251,0.998003841,0.00048184,-1.031625384,0.460537376,3.000155453,-3.819763841,-3.018431336,-10.15149391,-10.40032623,-10.53482346
267,1.26E-187,4.09E-91,1.45E-180,1.05E-97,0.009585835,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.91E-06,0.000148926,0.998003841,0.000481546,-1.031625394,0.460537337,3.000155394,-3.819779932,-3.018556155,-10.1515322,-10.40032644,-10.53482655
268,1.26E-187,1.62E-91,2.95E-181,2.89E-98,0.009422498,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.91E-06,0.000148882,0.998003841,0.000481528,-1.0316254,0.460537326,3.000154218,-3.819784558,-3.018674537,-10.15161369,-10.40032645,-10.53482655
269,4.52E-189,1.99E-92,1.42E-181,3.83E-100,0.009415455,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.91E-06,0.000148639,0.998003841,0.000481342,-1.0316254,0.460536002,3.000154191,-3.819841214,-3.018714404,-10.15161419,-10.40032656,-10.53482655
270,2.28E-189,1.61E-92,1.33E-183,3.80E-100,0.009347547,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.91E-06,0.000147275,0.998003841,0.000481272,-1.0316254,0.46053507,3.000152601,-3.819842276,-3.018875014,-10.15161419,-10.4003315,-10.53482658
271,1.01E-191,6.72E-93,1.33E-183,2.30E-101,0.009118931,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.91E-06,0.000146979,0.998003841,0.000481266,-1.031625481,0.460535067,3.000149826,-3.819845798,-3.019345571,-10.15161419,-10.40033204,-10.53482658
272,6.49E-194,6.64E-93,2.09E-185,2.30E-101,0.008968872,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.91E-06,0.000146975,0.998003841,0.000480942,-1.031625489,0.460534907,3.000149653,-3.819857882,-3.01942396,-10.15162267,-10.40033215,-10.53489215
273,6.49E-194,1.83E-93,1.71E-186,1.15E-102,0.008968872,0,0.000488363,-12569.47532,0.00E+00,4.44E-16,0,6.91E-06,0.000146949,0.998003841,0.00048094,-1.03162549,0.460533687,3.000149516,-3.819860504,-3.019562702,-10.15167291,-10.40033215,-10.53507093
274,5.61E-194,7.18E-94,7.79E-188,3.42E-103,0.008968699,0,0.000475829,-12569.47532,0.00E+00,4.44E-16,0,6.91E-06,0.000146948,0.998003841,0.000480874,-1.03162551,0.460532796,3.000149431,-3.819862324,-3.019735836,-10.15167301,-10.40033292,-10.53507093
275,3.48E-196,2.90E-94,3.36E-188,1.78E-103,0.008968697,0,0.00046652,-12569.47761,0.00E+00,4.44E-16,0,6.91E-06,0.000146948,0.998003841,0.00048083,-1.031625515,0.460532641,3.00014788,-3.819862881,-3.020072694,-10.15167301,-10.40033292,-10.53507389
276,7.68E-197,1.76E-94,3.25E-188,5.43E-104,0.008968661,0,0.00046652,-12569.47818,0.00E+00,4.44E-16,0,6.91E-06,0.00014694,0.998003841,0.000480373,-1.031625524,0.460532609,3.000143631,-3.819869398,-3.020166716,-10.15167337,-10.40033364,-10.53507391
277,4.06E-199,1.76E-94,6.82E-189,2.92E-105,0.008968525,0,0.00046652,-12569.47819,0.00E+00,4.44E-16,0,6.91E-06,0.000146686,0.998003841,0.000480306,-1.031625532,0.460532188,3.000143616,-3.819881065,-3.020170731,-10.15167351,-10.40040935,-10.53508936
278,4.06E-199,1.01E-94,3.03E-190,2.51E-105,0.00873618,0,0.00046652,-12569.47819,0.00E+00,4.44E-16,0,6.91E-06,0.000146685,0.998003841,0.000480306,-1.031625581,0.460532102,3.000143507,-3.819961015,-3.020219886,-10.15172216,-10.40041655,-10.53508936
279,2.54E-199,4.14E-95,1.23E-190,1.12E-105,0.008733724,0,0.00046652,-12569.47819,0.00E+00,4.44E-16,0,6.91E-06,0.000146682,0.998003841,0.000480303,-1.031625582,0.460532101,3.000142633,-3.819966508,-3.020250367,-10.15172395,-10.40041655,-10.53508937
280,4.05E-200,9.51E-96,6.37E-191,5.59E-106,0.008683077,0,0.00046652,-12569.47819,0.00E+00,4.44E-16,0,6.86E-06,0.000146615,0.998003841,0.000480226,-1.031625592,0.460530156,3.000142546,-3.81997241,-3.020429937,-10.15172434,-10.40113793,-10.53508937
281,5.11E-201,1.83E-96,1.56E-193,1.02E-106,0.008683058,0,0.00046652,-12569.47821,0.00E+00,4.44E-16,0,6.86E-06,0.000146615,0.998003841,0.000480224,-1.031625671,0.46052978,3.000142364,-3.819981943,-3.022023902,-10.15172434,-10.40113802,-10.53510575
282,1.38E-201,1.05E-96,8.14E-194,5.77E-107,0.008680831,0,0.00046652,-12569.47872,0.00E+00,4.44E-16,0,6.86E-06,0.00014319,0.998003841,0.000480213,-1.031625673,0.460516859,3.000142355,-3.820047471,-3.022499446,-10.15173475,-10.40113807,-10.53510587
283,5.95E-203,3.32E-97,2.02E-199,1.48E-107,0.008680478,0,0.000454997,-12569.47872,0.00E+00,4.44E-16,0,6.86E-06,0.000143154,0.998003841,0.000474948,-1.031625745,0.460515425,3.000141321,-3.820048439,-3.023161112,-10.15173479,-10.40113827,-10.53510587
284,3.41E-204,1.24E-97,2.01E-199,1.42E-107,0.008648208,0,0.000454997,-12569.47872,0.00E+00,4.44E-16,0,6.86E-06,0.000142956,0.998003841,0.000474065,-1.031625748,0.460515307,3.00014028,-3.820053618,-3.023385813,-10.15183687,-10.40113839,-10.53510588
285,2.10E-205,3.15E-98,1.02E-199,3.26E-108,0.00864795,0,0.000454997,-12569.47872,0.00E+00,4.44E-16,0,6.86E-06,0.000135009,0.998003841,0.000471805,-1.031625758,0.460515226,3.000139558,-3.820056187,-3.023678247,-10.15183687,-10.40113929,-10.53510924
286,4.80E-206,1.43E-98,8.92E-200,2.98E-108,0.008641308,0,0.000454997,-12569.47873,0.00E+00,4.44E-16,0,6.86E-06,0.000134235,0.998003841,0.000471802,-1.031625762,0.460515225,3.000139549,-3.82005803,-3.023738932,-10.15183688,-10.40115082,-10.53510925
287,1.30E-207,8.19E-99,2.23E-200,1.25E-108,0.008641308,0,0.000454997,-12569.47875,0.00E+00,4.44E-16,0,6.86E-06,0.000111915,0.998003841,0.000471715,-1.031625764,0.460515213,3.000139394,-3.820068157,-3.023833927,-10.15183688,-10.40115082,-10.5351094
288,4.05E-208,4.53E-99,5.53E-201,9.71E-110,0.008625055,0,0.000454997,-12569.47875,0.00E+00,4.44E-16,0,6.86E-06,0.000111915,0.998003841,0.0004716,-1.031625773,0.460515192,3.000139323,-3.820076007,-3.023929396,-10.15183689,-10.40117884,-10.5351096
289,1.40E-208,9.88E-100,1.27E-202,9.71E-110,0.008623399,0,0.00044586,-12569.47875,0.00E+00,4.44E-16,0,6.77E-06,0.000111915,0.998003841,0.000471577,-1.03162586,0.460515122,3.000139056,-3.820077795,-3.023934316,-10.15183689,-10.40117885,-10.53510962
290,5.76E-210,9.86E-100,1.27E-202,6.37E-110,0.008622883,0,0.00044283,-12569.47875,0.00E+00,4.44E-16,0,6.77E-06,0.000110619,0.998003841,0.000471567,-1.031625861,0.460514838,3.000138355,-3.820079816,-3.02395278,-10.15183689,-10.4013613,-10.53510974
291,3.25E-210,4.68E-100,6.90E-203,4.30E-110,0.008606044,0,0.000430167,-12569.47875,0.00E+00,4.44E-16,0,6.32E-06,0.00010814,0.998003841,0.00047153,-1.031625862,0.46051272,3.000138316,-3.820080007,-3.024187562,-10.1518369,-10.40136984,-10.53510995
292,4.98E-212,4.22E-101,3.80E-203,4.85E-111,0.008605002,0,0.000426307,-12569.47892,0.00E+00,4.44E-16,0,6.30E-06,0.000108015,0.998003841,0.000471411,-1.031625866,0.460512552,3.000138314,-3.820248572,-3.024293479,-10.1518369,-10.40136984,-10.5351133
293,4.98E-212,2.59E-101,8.01E-204,3.88E-111,0.00860496,0,0.000426307,-12569.47892,0.00E+00,4.44E-16,0,6.30E-06,0.000108015,0.998003841,0.000471383,-1.031625866,0.460510502,3.000128902,-3.820252025,-3.024396199,-10.1518369,-10.40138715,-10.53511337
294,1.52E-213,1.94E-101,4.71E-205,2.79E-111,0.008603052,0,0.000426307,-12569.47892,0.00E+00,4.44E-16,0,6.06E-06,0.000108008,0.998003841,0.00047138,-1.031625867,0.460510425,3.000118849,-3.82028059,-3.024437941,-10.1518369,-10.40139383,-10.53518864
295,1.51E-213,6.83E-102,4.71E-205,2.69E-111,0.008597283,0,0.000426307,-12569.47893,0.00E+00,4.44E-16,0,6.06E-06,0.000108008,0.998003841,0.000471379,-1.031625871,0.460510394,3.000118686,-3.820318686,-3.024606204,-10.15183691,-10.40139463,-10.53518897
296,1.13E-213,1.54E-102,4.71E-205,1.02E-111,0.008566165,0,0.000425727,-12569.47893,0.00E+00,4.44E-16,0,6.06E-06,0.000107675,0.998003841,0.000469664,-1.031625876,0.460510386,3.00011769,-3.820324902,-3.025361355,-10.15183691,-10.4013949,-10.53518897
297,2.06E-215,5.88E-103,1.02E-205,2.83E-112,0.008564204,0,0.000425727,-12569.47893,0.00E+00,4.44E-16,0,6.06E-06,0.000107674,0.998003841,0.000463461,-1.031625879,0.460510246,3.000115273,-3.820328487,-3.025526813,-10.15183701,-10.40139662,-10.53518898
298,4.14E-216,2.77E-103,3.37E-207,9.24E-113,0.008562118,0,0.000425727,-12569.47908,0.00E+00,4.44E-16,0,6.06E-06,0.000107449,0.998003841,0.000458177,-1.031625887,0.460510172,3.000115125,-3.82032961,-3.025910448,-10.15183829,-10.40139689,-10.53518899
299,1.56E-216,1.58E-103,1.17E-209,2.13E-113,0.008542307,0,0.000425727,-12569.47908,0.00E+00,4.44E-16,0,6.06E-06,0.000107423,0.998003841,0.000458165,-1.03162591,0.460510169,3.000114964,-3.820332348,-3.026353869,-10.15183831,-10.40139711,-10.53518901
300,4.28E-217,1.39E-103,1.17E-209,1.49E-113,0.008541853,0,0.000425727,-12569.47908,0.00E+00,4.44E-16,0,6.04E-06,0.000107384,0.998003841,0.000457418,-1.031625921,0.460510122,3.000114849,-3.820333608,-3.026671417,-10.15183836,-10.4014448,-10.53518901
301,1.55E-218,2.17E-104,5.12E-210,5.19E-114,0.00853343,0,0.000425727,-12569.47933,0.00E+00,4.44E-16,0,6.04E-06,0.000107288,0.998003841,0.000457411,-1.031625922,0.460510094,3.000114617,-3.820338171,-3.026909409,-10.15183838,-10.40145689,-10.53518962
302,2.17E-220,1.24E-104,1.44E-210,3.75E-114,0.008484557,0,0.000425727,-12569.47933,0.00E+00,4.44E-16,0,6.04E-06,0.000107177,0.998003841,0.000456771,-1.031625924,0.460509683,3.000109528,-3.820383723,-3.026973183,-10.15183838,-10.40145786,-10.53518984
303,5.47E-221,2.07E-106,4.37E-212,2.01E-114,0.008484397,0,0.000425727,-12569.47933,0.00E+00,4.44E-16,0,6.04E-06,0.000107176,0.998003841,0.00045676,-1.031625977,0.460509608,3.000108418,-3.820388363,-3.027124598,-10.15183838,-10.40145789,-10.53518984
304,1.41E-221,1.12E-106,2.81E-212,1.46E-114,0.00848148,0,0.000425727,-12569.47934,0.00E+00,4.44E-16,0,6.04E-06,0.000107163,0.998003841,0.000456175,-1.031625978,0.460509028,3.000108042,-3.820388401,-3.02721711,-10.15183838,-10.40145832,-10.53519015
305,5.87E-222,5.37E-107,5.20E-218,4.06E-115,0.008449528,0,0.000413103,-12569.47935,0.00E+00,4.44E-16,0,6.04E-06,0.000107138,0.998003841,0.00045596,-1.031625981,0.460508646,3.000108028,-3.820388495,-3.027271831,-10.15183839,-10.40146878,-10.53520565
306,5.87E-222,2.85E-107,1.08E-218,2.33E-115,0.008449128,0,0.000413103,-12569.47935,0.00E+00,4.44E-16,0,6.04E-06,0.000107121,0.998003841,0.000455562,-1.031625987,0.460508634,3.000106316,-3.820391284,-3.027294519,-10.15184805,-10.40146878,-10.53520578
307,2.16E-223,7.88E-108,3.83E-219,1.26E-115,0.00844888,0,0.000408715,-12569.4794,0.00E+00,4.44E-16,0,5.81E-06,0.000105588,0.998003841,0.000455562,-1.031625988,0.46050838,3.000106272,-3.820394826,-3.027303237,-10.15184805,-10.40146881,-10.53520579
308,2.16E-223,2.23E-108,1.15E-220,8.27E-116,0.008448317,0,0.000408715,-12569.4794,0.00E+00,4.44E-16,0,5.81E-06,0.000102453,0.998003841,0.000455549,-1.031625989,0.460508352,3.000106269,-3.820400691,-3.027335959,-10.15184807,-10.40146882,-10.53520817
309,8.53E-224,5.32E-109,3.60E-221,1.02E-116,0.008446899,0,0.000408715,-12569.4794,0.00E+00,4.44E-16,0,5.81E-06,0.000102451,0.998003841,0.000455534,-1.03162601,0.460508314,3.000106165,-3.820402995,-3.027343037,-10.15184813,-10.40146882,-10.53520852
310,2.16E-227,2.37E-109,4.53E-223,9.93E-117,0.008444365,0,0.000408715,-12569.4794,0.00E+00,4.44E-16,0,5.80E-06,0.000101682,0.998003841,0.000455436,-1.031626033,0.460507435,3.00010583,-3.820403526,-3.027989665,-10.15184822,-10.40146883,-10.53520852
311,1.32E-227,1.87E-109,1.91E-224,2.59E-117,0.008441336,0,0.000408715,-12569.4794,0.00E+00,4.44E-16,0,5.80E-06,9.78E-05,0.998003841,0.000455433,-1.031626033,0.460507386,3.00010568,-3.820403535,-3.028906292,-10.15184823,-10.40147326,-10.53520891
312,1.04E-227,7.22E-110,1.44E-226,1.07E-117,0.008440632,0,0.000408715,-12569.47946,0.00E+00,4.44E-16,0,5.80E-06,9.70E-05,0.998003841,0.000455433,-1.031626044,0.460507346,3.000104946,-3.820406061,-3.028937284,-10.15184873,-10.40147327,-10.53520894
313,1.03E-227,7.18E-110,2.94E-227,5.01E-118,0.008440169,0,0.000408715,-12569.47946,0.00E+00,4.44E-16,0,5.80E-06,9.69E-05,0.998003841,0.000455427,-1.031626067,0.460507341,3.000104773,-3.820407898,-3.028938753,-10.15184873,-10.40147327,-10.53520894
314,3.33E-229,2.15E-110,1.73E-227,5.01E-118,0.0084395,0,0.000408715,-12569.47946,0.00E+00,4.44E-16,0,5.71E-06,9.68E-05,0.998003841,0.000455423,-1.031626073,0.460507297,3.000104771,-3.820410994,-3.029041741,-10.15185266,-10.40147329,-10.53520894
315,1.01E-230,1.25E-110,6.85E-228,2.51E-118,0.008419841,0,0.000401495,-12569.47946,0.00E+00,4.44E-16,0,5.71E-06,9.65E-05,0.998003841,0.000455416,-1.031626075,0.460506549,3.00010426,-3.820411983,-3.029638809,-10.15185268,-10.40147519,-10.53520895
316,5.35E-232,7.48E-111,1.49E-228,6.96E-119,0.008419751,0,0.000401495,-12569.47946,0.00E+00,4.44E-16,0,5.71E-06,9.64E-05,0.998003841,0.000455331,-1.031626086,0.460506547,3.000104255,-3.82042246,-3.031440867,-10.15185309,-10.40148199,-10.53520898
317,2.05E-232,2.29E-111,1.55E-229,4.21E-119,0.008419446,0,0.000401495,-12569.47946,0.00E+00,4.44E-16,0,5.71E-06,9.59E-05,0.998003841,0.000455321,-1.031626086,0.460506277,3.000103859,-3.820425392,-3.031706467,-10.15185309,-10.40148628,-10.53521279
318,1.64E-234,2.10E-112,7.45E-230,2.27E-120,0.008419433,0,0.000401495,-12569.47946,0.00E+00,4.44E-16,0,5.71E-06,9.59E-05,0.998003841,0.000455307,-1.031626097,0.460505975,3.000103843,-3.820427062,-3.032949302,-10.15185309,-10.40148635,-10.53521279
319,4.87E-235,2.10E-112,1.30E-230,1.02E-120,0.008419392,0,0.000401495,-12569.47979,0.00E+00,4.44E-16,0,5.71E-06,9.59E-05,0.998003841,0.000455307,-1.031626099,0.460504886,3.000103829,-3.820431317,-3.03305869,-10.15189324,-10.40148635,-10.5352128
320,1.34E-235,9.99E-113,7.44E-232,3.25E-122,0.008072273,0,0.000401495,-12569.47982,0.00E+00,4.44E-16,0,5.71E-06,9.59E-05,0.998003841,0.000455306,-1.031626122,0.460504794,3.000103712,-3.82043165,-3.033826729,-10.15189324,-10.40148644,-10.53521329
